sample_id,split,scenario_type,difficulty_bucket,subtype,category_bucket,parent_asin
tcsv1_core_0100,core,buying,easy,official_style,card_cases_money_organizers_wallets,B006R1G7XA
tcsv1_core_0101,core,browsing,medium,official_style,boots_chukka,B08PMJ7HTL
tcsv1_core_0102,core,buying,easy,official_style,scarves_cold_weather_scarves,B0146ZSITO
tcsv1_core_0103,core,intent_override,hard,official_style,outdoor_work_snow_cold_weather,B07JJJCNRZ
tcsv1_core_0104,core,browsing,medium,official_style,boys_jammers,B008YPDEME
tcsv1_core_0105,core,buying,easy,official_style,active_pants_sweatpants,B08CF17SKM
tcsv1_core_0106,core,buying,easy,official_style,shirts_henleys,B08LPXBFL7
tcsv1_core_0107,core,browsing,medium,official_style,jewelry_jewelry_sets,B09PDBJXG2
tcsv1_core_0108,core,intent_override,hard,official_style,shoes_jewelry_customers_most_loved_sweaters_under_30_pasin_test,B08BWZ5GXX
tcsv1_core_0109,core,browsing,medium,official_style,socks_hosiery_socks,B08PNVGFR9
tcsv1_core_0110,core,buying,easy,official_style,scarves_wraps_cold_weather_scarves_wraps,B06XFK9JTP
tcsv1_core_0111,core,buying,easy,official_style,shirts_tanks_tops,B01K3A6MDU
tcsv1_core_0112,core,browsing,medium,official_style,necklaces_pendant_necklaces,B08P34JPRT
tcsv1_core_0113,core,buying,easy,official_style,keyrings_keychains_charms,B0919J9DXM
tcsv1_core_0114,core,buying,easy,official_style,rings_bands,B07C33K33P
tcsv1_core_0115,core,browsing,medium,official_style,men_jackets,B01MR6YZDN
tcsv1_core_0116,core,intent_override,hard,official_style,dance_boys,B07BN6KFFK
tcsv1_core_0117,core,browsing,medium,official_style,gloves_mittens_arm_warmers,B01M4LPIJ8
tcsv1_core_0118,core,browsing,medium,official_style,work_safety_civil_service,B07PDSP14N
tcsv1_core_0119,core,browsing,medium,official_style,necklaces_collars,B0B929B9S7
tcsv1_core_0120,core,buying,easy,official_style,sandals_heeled_sandals,B09Q8VY4PR
tcsv1_core_0121,core,intent_override,hard,official_style,rain_anoraks_trench_coats,B0749NV6WD
tcsv1_core_0122,core,buying,easy,official_style,shoe_care_treatments_dyes_shoe_care_kits,B007Z07M18
tcsv1_core_0123,core,buying,easy,official_style,earrings_ball,B0855KVS6S
tcsv1_core_0124,core,browsing,medium,official_style,bikinis_bottoms,B0B24NXVDT
tcsv1_core_0125,core,browsing,medium,official_style,swimwear_sets_rash_guard_sets,B0BX2ZNNF5
tcsv1_core_0126,core,intent_override,hard,official_style,shirts_tanks_tops,B01C9PZZ44
tcsv1_core_0127,core,browsing,medium,official_style,travel_accessories_luggage_straps,B07XS99MXY
tcsv1_core_0128,core,browsing,medium,official_style,active_pants_track_pants,B07S66R8KB
tcsv1_core_0129,core,browsing,medium,official_style,jackets_vests_vests,B09M8HHZ7Z
tcsv1_core_0130,core,buying,easy,official_style,accessories_handkerchiefs,B01MZ9Z3IA
tcsv1_core_0131,core,browsing,medium,official_style,necklaces_pendants_pendants,B07Y9VMGF3
tcsv1_core_0132,core,intent_override,hard,official_style,sleep_lounge_sleep_tops,B09SDS1VGW
tcsv1_core_0133,core,buying,easy,official_style,accessories_gloves_mittens,B00LFICO7I
tcsv1_core_0134,core,browsing,medium,official_style,baby_boys_bodysuits,B07HLJCJ8W
tcsv1_core_0135,core,browsing,medium,official_style,rings_statement,B07LDWCSMN
tcsv1_core_0136,core,buying,easy,official_style,accessories_lingerie_tape,B0B1DZ921F
tcsv1_core_0137,core,buying,easy,official_style,jewelry_boxes_organizers_jewelry_chests,B0127MKQ0C
tcsv1_core_0138,core,buying,easy,official_style,active_shirts_tees_polos,B0B68Q936T
tcsv1_core_0139,core,buying,easy,official_style,shoes_jewelry_mardi_gras,B00C8T3R3S
tcsv1_core_0140,core,buying,easy,official_style,bracelets_bangle,B003U64GEW
tcsv1_core_0141,core,buying,easy,official_style,slips_full_slips,B084RT5VTV
tcsv1_core_0142,core,buying,easy,official_style,shoes_jewelry_stocking_stuffers,B07XH71GX1
tcsv1_core_0143,core,browsing,medium,official_style,cold_weather_neck_gaiters,B08DCXSHTT
tcsv1_core_0144,core,browsing,medium,official_style,american_football_men,B01MR1YU76
tcsv1_core_0145,core,browsing,medium,official_style,cold_weather_scarves_wraps,B09N3BC6D4
tcsv1_core_0146,core,buying,easy,official_style,travel_accessories_passport_covers,B003KY73VC
tcsv1_core_0147,core,buying,easy,official_style,shorts_cargo,B0952WL3WX
tcsv1_core_0148,core,intent_override,hard,official_style,travel_accessories_luggage_tags_handle_wraps,B019MR6O5G
tcsv1_core_0149,core,buying,easy,official_style,sleep_lounge_tops,B0C51HFCDQ
tcsv1_core_0150,core,buying,easy,official_style,baby_girls_bodysuits,B09F9Q1VSC
tcsv1_core_0151,core,buying,easy,official_style,outdoor_work_snow_cold_weather,B00HQO7PHE
tcsv1_core_0152,core,buying,easy,official_style,sleep_lounge_tops,B07NSYVWFT
tcsv1_core_0153,core,browsing,medium,official_style,card_cases_money_organizers_checkbook_covers,B004NJNG5K
tcsv1_core_0154,core,browsing,medium,official_style,shoes_sneakers,B00J611PLW
tcsv1_core_0155,core,buying,easy,official_style,jewelry_cuff_links,B07YZ71R7H
tcsv1_core_0156,core,browsing,medium,official_style,running_trail_running,B08W2DN248
tcsv1_core_0157,core,boundary,medium,official_style,dresses_cocktail,B07CJTPHN7
tcsv1_core_0158,core,browsing,medium,official_style,athletic_tennis_racquet_sports,B093S9SZ9N
tcsv1_core_0159,core,browsing,medium,official_style,wedding_engagement_bridal_sets,B0BR7TX1FC
tcsv1_core_0160,core,browsing,medium,official_style,necklaces_lockets,B07P37RPDP
tcsv1_core_0161,core,intent_override,hard,official_style,special_occasion_accessories_bridal_accessories,B09HHR8G24
tcsv1_core_0162,core,buying,easy,official_style,lightweight_jackets_denim,B09H22QFF6
tcsv1_core_0163,core,buying,easy,official_style,women_vests,B09P55S3Q4
tcsv1_core_0164,core,intent_override,hard,official_style,sport_specific_clothing_running,B09M2LCQM6
tcsv1_core_0165,core,buying,easy,official_style,sleep_lounge_one_piece_pajamas,B09J188V2L
tcsv1_core_0166,core,buying,easy,official_style,women_active,B00DG7F48M
tcsv1_core_0167,core,buying,easy,official_style,men_jeans,B002GTA24W
tcsv1_core_0168,core,boundary,medium,official_style,men_fashion_hoodies_sweatshirts,B07DDDVV5P
tcsv1_core_0169,core,browsing,medium,official_style,necklaces_pendant_necklaces,B08DLK6ZY3
tcsv1_core_0170,core,buying,easy,official_style,swim_two_pieces,B0743LXHM9
tcsv1_core_0171,core,buying,easy,official_style,piercing_jewelry_rings,B07CXQ8Z4J
tcsv1_core_0172,core,browsing,medium,official_style,rings_statement,B096G3RLC3
tcsv1_core_0173,core,buying,easy,official_style,boys_gloves,B074FVT9LQ
tcsv1_core_0174,core,buying,easy,official_style,base_layers_compression_shirts,B082STZPQR
tcsv1_core_0175,core,intent_override,hard,official_style,men_jeans,B01CS9VJRS
tcsv1_core_0176,core,intent_override,hard,official_style,luggage_travel_gear_travel_duffels,B0BK2699MZ
tcsv1_core_0177,core,buying,easy,official_style,sleep_lounge_sleep_sets,B08L5LTG3R
tcsv1_core_0178,core,buying,easy,official_style,women_leggings,B0B599CPMX
tcsv1_core_0179,core,intent_override,hard,official_style,shoes_jewelry_womens_summer_styles,B099KN5L8D
tcsv1_core_0180,core,intent_override,hard,official_style,women_teddies_bodysuits,B09683Z5QN
tcsv1_core_0181,core,browsing,medium,official_style,women_jerseys,B00J35ST6K
tcsv1_core_0182,core,intent_override,hard,official_style,jewelry_bracelets,B08B55T3YP
tcsv1_core_0183,core,browsing,medium,official_style,boots_work_safety,B0782ZMNVN
tcsv1_core_0184,core,buying,easy,official_style,socks_hosiery_slipper_socks,B009R2GEU2
tcsv1_core_0185,core,browsing,medium,official_style,tights_pants_shorts,B006904IHQ
tcsv1_core_0186,core,browsing,medium,official_style,women_costumes,B0B6DH2H1X
tcsv1_core_0187,core,intent_override,hard,official_style,earrings_stud,B06ZYRDGYR
tcsv1_core_0188,core,browsing,medium,official_style,luggage_travel_gear_luggage,B08KP1DJTW
tcsv1_core_0189,core,browsing,medium,official_style,bracelets_identification,B07R8WXWM3
tcsv1_core_0190,core,browsing,medium,official_style,fashion_shearling,B0859GTQ72
tcsv1_core_0191,core,buying,easy,official_style,handbags_wallets_fashion_backpacks,B003NU68YG
tcsv1_core_0192,core,buying,easy,official_style,novelty_women,B015SS67BY
tcsv1_core_0193,core,boundary,medium,official_style,watches_pocket_watches,B08SWP138T
tcsv1_core_0194,core,browsing,medium,official_style,card_id_cases_card_cases,B09GKY1YG3
tcsv1_core_0195,core,buying,easy,official_style,women_masks,B0BHDFBQ6N
tcsv1_core_0196,core,browsing,medium,official_style,swim_swim_diapers,B07SPVXQGY
tcsv1_core_0197,core,browsing,medium,official_style,special_occasion_accessories_fascinators,B07F93VNWJ
tcsv1_core_0198,core,browsing,medium,official_style,pants_dress,B07436W6R3
tcsv1_core_0199,core,browsing,medium,official_style,bras_minimizers,B00HVVMPQI
tcsv1_core_0200,core,buying,easy,official_style,women_bodysuits,B09NRHDZ1S
tcsv1_core_0201,core,buying,easy,official_style,lightweight_jackets_windbreakers,B0013EDL44
tcsv1_core_0202,core,browsing,medium,official_style,accessories_sport_headbands,B07NQR8YN4
tcsv1_core_0203,core,browsing,medium,official_style,luggage_travel_gear_briefcases,B071DZF6VW
tcsv1_core_0204,core,buying,easy,official_style,hats_caps_newsboy_caps,B00IKIPHL6
tcsv1_core_0205,core,buying,easy,official_style,shoes_jewelry_women_s_festive_wear,B078ZGG8CW
tcsv1_core_0206,core,browsing,medium,official_style,card_cases_money_organizers_coin_purses_pouches,B08RS548ZW
tcsv1_core_0207,core,buying,easy,official_style,shoes_jewelry_20_off_women_s_shoes,B00VLNQG12
tcsv1_core_0208,core,buying,easy,official_style,diaper_covers_underwear_bloomers,B0105OGH4S
tcsv1_core_0209,core,browsing,medium,official_style,bridal_accessories_bridal_veils,B015MR1PTK
tcsv1_core_0210,core,buying,easy,official_style,props_weapons_armor,B01B17ZX34
tcsv1_core_0211,core,buying,easy,official_style,baby_girls_hoodies_active,B09JCDKRTB
tcsv1_core_0212,core,buying,easy,official_style,socks_hosiery_sheers,B084SF5QD4
tcsv1_core_0213,core,boundary,medium,official_style,karate_sets,B0B1QBKSFG
tcsv1_core_0214,core,browsing,medium,official_style,active_shirts_tees_t_shirts,B01DP4Y9TU
tcsv1_core_0215,core,browsing,medium,official_style,thermal_underwear_tops,B08H4MHWRT
tcsv1_core_0216,core,browsing,medium,official_style,pants_night_out,B09Y24QYDN
tcsv1_core_0217,core,buying,easy,official_style,shoes_jewelry_under_30,B07QXQLWPD
tcsv1_core_0218,core,intent_override,hard,official_style,swimwear_sets_cover_up_sets,B01MUI06OG
tcsv1_core_0219,core,browsing,medium,official_style,costumes_cosplay_apparel_bodysuits,B0B93Z86HQ
tcsv1_core_0220,core,browsing,medium,official_style,tees_shirts_tees,B095M874CS
tcsv1_core_0221,core,buying,easy,official_style,lingerie_bras,B07NRZX9TQ
tcsv1_core_0222,core,browsing,medium,official_style,jewelry_pendants_coins,B07F8R4D2F
tcsv1_core_0223,core,buying,easy,official_style,women_dresses,B08BF8795C
tcsv1_core_0224,core,browsing,medium,official_style,running_road_running,B089N67QWB
tcsv1_core_0225,core,browsing,medium,official_style,swimsuits_cover_ups_cover_ups,B01LY0VDLR
tcsv1_core_0226,core,buying,easy,official_style,sleep_lounge_bottoms,B09Q91QTDJ
tcsv1_core_0227,core,buying,easy,official_style,sleep_lounge_sleep_sets,B07C4JRQVS
tcsv1_core_0228,core,browsing,medium,official_style,backpacks_casual_daypacks,B07BGFWZHY
tcsv1_core_0229,core,browsing,medium,official_style,shorts_denim,B08PFPKQJL
tcsv1_core_0230,core,buying,easy,official_style,sunglasses_eyewear_accessories_eyewear_frames,B00K5WD8SO
tcsv1_core_0231,core,browsing,medium,official_style,handbags_wallets_top_handle_bags,B073RRZ9BK
tcsv1_core_0232,core,buying,easy,official_style,bibs_pants_bibs,B08H1DBDNZ
tcsv1_core_0233,core,buying,easy,official_style,cold_weather_sets,B097TTSJ7R
tcsv1_core_0234,core,browsing,medium,official_style,handbags_wallets_crossbody_bags,B099F3KQNQ
tcsv1_core_0235,core,browsing,medium,official_style,work_safety_military,B08DCFLT9F
tcsv1_core_0236,core,browsing,medium,official_style,jewelry_brooches_pins,B08696D6GF
tcsv1_core_0237,core,buying,easy,official_style,shapewear_control_panties,B0BW9RW8NX
tcsv1_core_0238,core,buying,easy,official_style,boots_ankle_bootie,B09R4DG1T4
tcsv1_core_0239,core,browsing,medium,official_style,piercing_jewelry_barbells,B00U0I9O7W
tcsv1_core_0240,core,intent_override,hard,official_style,bracelets_identification,B091MYXYZ6
tcsv1_core_0241,core,browsing,medium,official_style,swimwear_test_women_s_swimwear,B00B9HLKQ6
tcsv1_core_0242,core,browsing,medium,official_style,accessories_hats_caps,B009Z2SSMG
tcsv1_core_0243,core,browsing,medium,official_style,swim_sunsuits,B01MFESRPC
tcsv1_core_0244,core,browsing,medium,official_style,travel_accessories_packing_organizers,B0BPGSJY3W
tcsv1_core_0245,core,browsing,medium,official_style,athletic_equestrian_sport_boots,B09PZJYPKN
tcsv1_core_0246,core,intent_override,hard,official_style,hats_caps_sun_hats,B07XLT7JGB
tcsv1_core_0247,core,intent_override,hard,official_style,swim_one_pieces,B075M5FWL5
tcsv1_core_0248,core,browsing,medium,official_style,swim_rash_guard_shirts,B07RJTRLG1
tcsv1_core_0249,core,buying,easy,official_style,jewelry_accessories_loose_gemstones,B09FL9W1VG
tcsv1_core_0250,core,browsing,medium,official_style,athletic_equestrian_sport_boots,B09PZJ97CG
tcsv1_core_0251,core,buying,easy,official_style,pants_wear_to_work,B0BNW3C4R9
tcsv1_core_0252,core,buying,easy,official_style,bras_sports_bras,B003NE5V5Y
tcsv1_core_0253,core,browsing,medium,official_style,shirts_t_shirts,B0C49DCBWS
tcsv1_core_0254,core,intent_override,hard,official_style,luggage_travel_gear_luggage,B000XPHBUO
tcsv1_core_0255,core,browsing,medium,official_style,pants_casual,B07FFHV5FZ
tcsv1_core_0256,core,buying,easy,official_style,underwear_boxers,B07Q5MRK3W
tcsv1_core_0257,core,browsing,medium,official_style,bikinis_tops,B08SVTSHFC
tcsv1_core_0258,core,browsing,medium,official_style,shirts_henleys,B0BQC5YL4Q
tcsv1_core_0259,core,buying,easy,official_style,tankinis_sets,B07N1PQ35V
tcsv1_core_0260,core,buying,easy,official_style,shoes_jewelry_girls,B06WD1C4VX
tcsv1_core_0261,core,browsing,medium,official_style,necklaces_pendants_chains,B01MAYB8KF
tcsv1_core_0262,core,buying,easy,official_style,hiking_trekking_backpacking_boots,B08HMN2KMH
tcsv1_core_0263,core,browsing,medium,official_style,jewelry_boxes_organizers_jewelry_towers,B000OVNLHY
tcsv1_core_0264,core,browsing,medium,official_style,shoes_sneakers,B09CCMY8GR
tcsv1_core_0265,core,browsing,medium,official_style,shirts_tuxedo_shirts,B00O3HGQ8Q
tcsv1_core_0266,core,buying,easy,official_style,hiking_trekking_hiking_boots,B07M67S4GJ
tcsv1_core_0267,core,browsing,medium,official_style,rain_anoraks_raincoats,B07T857XZ5
tcsv1_core_0268,core,buying,easy,official_style,jewelry_anklets,B0B5H3TPPK
tcsv1_core_0269,core,buying,easy,official_style,military_pants,B07BR8ZQYG
tcsv1_core_0270,core,intent_override,hard,official_style,kids_clothing_boys_activewear,B07MVNWM9F
tcsv1_core_0271,core,browsing,medium,official_style,women_wigs,B003Y3A3NY
tcsv1_core_0272,core,buying,easy,official_style,hats_caps_bucket_hats,B08RN88KNG
tcsv1_core_0273,core,buying,easy,official_style,medical_scrub_tops,B07X94T94D
tcsv1_core_0274,core,intent_override,hard,official_style,men_jackets_coats,B09P7CX4D6
tcsv1_core_0275,core,browsing,medium,official_style,jewelry_boxes_organizers_jewelry_boxes,B0045RUE4Q
tcsv1_core_0276,core,intent_override,hard,official_style,athletic_soccer,B077T6CKQ3
tcsv1_core_0277,core,boundary,medium,official_style,scarves_wraps_cold_weather_scarves_wraps,B07PN6VWP3
tcsv1_core_0278,core,browsing,medium,official_style,garters_garter_belts_garters,B01ISCQZ50
tcsv1_core_0279,core,intent_override,hard,official_style,sleepwear_robes_blanket_sleepers,B077PJBHS4
tcsv1_core_0280,core,intent_override,hard,official_style,women_jerseys,B002L15HJ0
tcsv1_core_0281,core,buying,easy,official_style,sleep_lounge_sleep_sets,B07RBFNST2
tcsv1_core_0282,core,browsing,medium,official_style,sweaters_cardigans,B0B2PVWLK6
tcsv1_core_0283,core,buying,easy,official_style,g_strings_thongs_tangas,B08CT31QNM
tcsv1_core_0284,core,browsing,medium,official_style,skirts_skorts_skirts,B08Q4BGB3M
tcsv1_core_0285,core,buying,easy,official_style,sandals_flip_flops,B01IG2354G
tcsv1_core_0286,core,buying,easy,official_style,shoe_care_accessories_ice_snow_grips,B00QMSRN68
tcsv1_core_0287,core,browsing,medium,official_style,lightweight_jackets_cotton,B09HV3TPKD
tcsv1_core_0288,core,browsing,medium,official_style,pants_shorts_shorts,B00F1JRN4G
tcsv1_core_0289,core,browsing,medium,official_style,underwear_g_strings_thongs,B002QNKLXU
tcsv1_core_0290,core,buying,easy,official_style,wedding_engagement_eternity_rings,B08G8WNP38
tcsv1_core_0291,core,browsing,medium,official_style,watch_accessories_pocket_watch_chains,B09Q8FGLDJ
tcsv1_core_0292,core,browsing,medium,official_style,charm_bracelets_snake,B09YGSTB9H
tcsv1_core_0293,core,intent_override,hard,official_style,cold_weather_sets,B012NMZV9W
tcsv1_core_0294,core,browsing,medium,official_style,jackets_coats_leather_faux_leather,B077TRX2TD
tcsv1_core_0295,core,buying,easy,official_style,shoes_uniform_dress_shoes,B09RN57758
tcsv1_core_0296,core,boundary,medium,official_style,shoes_mules_clogs,B09DDKBZP9
tcsv1_core_0297,core,browsing,medium,official_style,girls_accessories,B004VR7CF4
tcsv1_core_0298,core,browsing,medium,official_style,athletic_sport_sandals,B01HQTVSIK
tcsv1_core_0299,core,browsing,medium,official_style,work_safety_medical,B07MLPL3YC
tcsv1_core_0300,core,intent_override,hard,official_style,luggage_travel_gear_briefcases,B005T6YZ4W
tcsv1_core_0301,core,buying,easy,official_style,accessories_accessory_sets,B0827CP24S
tcsv1_core_0302,core,browsing,medium,official_style,jackets_vests_vests,B09FJ3HNKV
tcsv1_core_0303,core,intent_override,hard,official_style,travel_accessories_passport_wallets,B09W8XTQ91
tcsv1_core_0304,core,buying,easy,official_style,underwear_bikinis,B00URB749M
tcsv1_core_0305,core,browsing,medium,official_style,gym_bags_sports_duffels,B097J1PSNQ
tcsv1_core_0306,core,buying,easy,official_style,bags_wallets_accessories,B07D5DJ271
tcsv1_core_0307,core,boundary,medium,official_style,necklaces_chains,B0BPSRCVLZ
tcsv1_core_0308,core,buying,easy,official_style,shoes_jewelry_associates_top_products,B08HM1521L
tcsv1_core_0309,core,intent_override,hard,official_style,fashion_western,B09NVPJCYZ
tcsv1_core_0310,core,buying,easy,official_style,socks_calf_socks,B07SWYDGX5
tcsv1_core_0311,core,browsing,medium,official_style,shapewear_thigh_slimmers,B003H6DCBS
tcsv1_core_0312,core,buying,easy,official_style,bras_everyday_bras,B07NQ2RFQF
tcsv1_core_0313,core,buying,easy,official_style,shoes_jewelry_y2k,B0978MPJMR
tcsv1_core_0314,core,browsing,medium,official_style,women_swimsuits_cover_ups,B00HT2XBMG
tcsv1_core_0315,core,buying,easy,official_style,active_active_hoodies,B07D9HQ35N
tcsv1_core_0316,core,browsing,medium,official_style,scarves_wraps_wraps_pashminas,B095YHQM2C
tcsv1_core_0317,core,browsing,medium,official_style,boys_swimwear,B07NW7BMBD
tcsv1_core_0318,core,boundary,medium,official_style,sport_specific_clothing_american_football,B074DYKTDT
tcsv1_core_0319,core,browsing,medium,official_style,shoes_jewelry_mfn_only,B07V5WVT4S
tcsv1_core_0320,core,browsing,medium,official_style,shoes_jewelry_30_off_bf_cm,B000YQTWGS
tcsv1_core_0321,core,browsing,medium,official_style,earrings_stud,B01FQPCS08
tcsv1_core_0322,core,boundary,medium,official_style,wallets_card_cases_money_organizers,B00WVPFZXY
tcsv1_core_0323,core,buying,easy,official_style,panties_g_strings_thongs,B0BWTZRQ4X
tcsv1_core_0324,core,browsing,medium,official_style,dresses_special_occasion,B0BTDMTGH3
tcsv1_core_0325,core,browsing,medium,official_style,boots_rain,B07VSB3M4H
tcsv1_core_0326,core,buying,easy,official_style,women_breeches,B000B9OXD0
tcsv1_core_0327,core,browsing,medium,official_style,outdoor_work_rain,B01C4THJ58
tcsv1_core_0328,core,intent_override,hard,official_style,volleyball_women,B0716Q1DBB
tcsv1_core_0329,core,buying,easy,official_style,men_active,B002KT3X2G
tcsv1_core_0330,core,buying,easy,official_style,girls_tights,B0BRN4GTLY
tcsv1_core_0331,core,buying,easy,official_style,active_active_underwear,B07PLZGJJP
tcsv1_core_0332,core,buying,easy,official_style,active_performance_shells,B08SSBVDGZ
tcsv1_core_0333,core,browsing,medium,official_style,jackets_vests_down_jackets_parkas,B074H1JX75
tcsv1_core_0334,core,browsing,medium,official_style,suiting_blazers_suit_sets,B07WD3WK52
tcsv1_core_0335,core,browsing,medium,official_style,tees_blouses_tanks_camis,B00H8EFOJ8
tcsv1_core_0336,core,intent_override,hard,official_style,accessories_leg_warmers,B00AX02T7E
tcsv1_core_0337,core,buying,easy,official_style,active_shirts_tees_button_down_shirts,B006FP4QFE
tcsv1_core_0338,core,buying,easy,official_style,tops_tees_shirts,B078HHB2L4
tcsv1_core_0339,core,buying,easy,official_style,hats_caps_skullies_beanies,B07WFFX617
tcsv1_core_0340,core,buying,easy,official_style,team_sports_field_hockey_lacrosse,B00GXZX5LW
tcsv1_core_0341,core,buying,easy,official_style,athletic_baseball_softball,B098CXJQR6
tcsv1_core_0342,core,browsing,medium,official_style,shoes_jewelry_women_s_halloween_costumes,B07ZCJ9NZW
tcsv1_core_0343,core,buying,easy,official_style,jackets_vests_down_jackets_parkas,B08QJG5JV3
tcsv1_core_0344,core,browsing,medium,official_style,sweaters_cardigans,B08KRBN1DL
tcsv1_core_0345,core,buying,easy,official_style,work_utility_safety_tops,B00789SYBS
tcsv1_core_0346,core,intent_override,hard,official_style,shorts_flat_front,B09NQZVQWV
tcsv1_core_0347,core,browsing,medium,official_style,dresses_cocktail,B01HOVL9YS
tcsv1_core_0348,core,buying,easy,official_style,suits_sport_coats_sport_coats_blazers,B0BHMZBSHX
tcsv1_core_0349,core,browsing,medium,official_style,medical_scrub_tops,B00KCOQYJU
tcsv1_core_0350,core,buying,easy,official_style,accessories_scarves,B07PXJNPFW
tcsv1_core_0351,core,buying,easy,official_style,men_shorts,B08N9MJHJ4
tcsv1_core_0352,core,buying,easy,official_style,bibs_pants_pants,B0B5F9RDVP
tcsv1_core_0353,core,buying,easy,official_style,men_fashion_hoodies_sweatshirts,B08RRYKS3F
tcsv1_core_0354,core,buying,easy,official_style,sleep_lounge_bottoms,B01AVA626Y
tcsv1_core_0355,core,buying,easy,official_style,shoe_care_accessories_shoe_decoration_charms,B0BJ69BQ1G
tcsv1_core_0356,core,browsing,medium,official_style,bottoms_leggings,B01FIN1M00
tcsv1_core_0357,core,intent_override,hard,official_style,socks_no_show_liner_socks,B09SJP88QD
tcsv1_core_0358,core,browsing,medium,official_style,active_active_shorts,B0C2GXKKVT
tcsv1_core_0359,core,browsing,medium,official_style,scarves_wraps_cold_weather_scarves_wraps,B07K343DJZ
tcsv1_core_0360,core,browsing,medium,official_style,card_cases_money_organizers_money_clips,B014N3Z7P2
tcsv1_core_0361,core,browsing,medium,official_style,socks_hosiery_leg_warmers,B099JWY26Y
tcsv1_core_0362,core,intent_override,hard,official_style,watches_pocket_watches,B00O4VR4NM
tcsv1_core_0363,core,browsing,medium,official_style,exotic_apparel_men,B07L62N5MR
tcsv1_core_0364,core,browsing,medium,official_style,footies_rompers_footies,B07BSCGHZT
tcsv1_core_0365,core,buying,easy,official_style,fashion_combat,B01MYVIWW6
tcsv1_core_0366,core,buying,easy,official_style,women_fashion_hoodies_sweatshirts,B09CD1WXV4
tcsv1_core_0367,core,browsing,medium,official_style,active_performance_wind_rain,B08XY6LN2M
tcsv1_core_0368,core,buying,easy,official_style,sport_specific_clothing_skiing,B07J2PYGWD
tcsv1_core_0369,core,intent_override,hard,official_style,accessories_sunglasses_eyewear_accessories,B015GZDAUU
tcsv1_core_0370,core,browsing,medium,official_style,pants_wear_to_work,B00P3KNR20
tcsv1_core_0371,core,buying,easy,official_style,kids_shoes_union_boys_athletic,B08VJ5VMNL
tcsv1_core_0372,core,intent_override,hard,official_style,sleep_lounge_sets,B09VT3ZHPD
tcsv1_core_0373,core,browsing,medium,official_style,girls_one_piece_suits,B0CG5YBFDT
tcsv1_core_0374,core,buying,easy,official_style,jackets_coats_jackets,B07ZG6LCT5
tcsv1_core_0375,core,buying,easy,official_style,piercing_jewelry_screws,B07TS7MJZX
tcsv1_core_0376,core,buying,easy,official_style,shoes_jewelry_sport_watches,B003U8X4IE
tcsv1_core_0377,core,boundary,medium,official_style,maternity_active,B08ML1PHRB
tcsv1_core_0378,core,browsing,medium,official_style,suits_sport_coats_vests,B07BSP62RX
tcsv1_core_0379,core,buying,easy,official_style,robes_capes_jackets,B0BFJ2QQ27
tcsv1_core_0380,core,browsing,medium,official_style,clutches_evening_bags_clutches,B09TKYSX2F
tcsv1_core_0381,core,buying,easy,official_style,necklaces_collars,B01I3EFVE4
tcsv1_core_0382,core,buying,easy,official_style,medical_scrub_bottoms,B0B93N1CNW
tcsv1_core_0383,core,buying,easy,official_style,accessories_bandanas,B0C7CMR4LG
tcsv1_core_0384,core,browsing,medium,official_style,team_sports_softball_baseball,B0BL9ZF8TS
tcsv1_core_0385,core,browsing,medium,official_style,shoes_jewelry_boots_and_handbags_promotion,B00JHDRC70
tcsv1_core_0386,core,buying,easy,official_style,sweaters_cardigan,B0978521ZD
tcsv1_core_0387,core,intent_override,hard,official_style,jackets_vests_wool_pea_coats,B0194371GE
tcsv1_core_0388,core,browsing,medium,official_style,sport_specific_clothing_baseball,B01N0OGHOY
tcsv1_core_0389,core,buying,easy,official_style,skirts_skorts_active_skorts,B09F5GJSXQ
tcsv1_core_0390,core,buying,easy,official_style,socks_no_show_liner_socks,B0BV6Q499C
tcsv1_core_0391,core,buying,easy,official_style,gym_bags_drawstring_bags,B01EN7BU2M
tcsv1_core_0392,core,buying,easy,official_style,earrings_cuffs_wraps,B01BSJVQLI
tcsv1_core_0393,core,buying,easy,official_style,karate_belts,B09ZXSYH2Q
tcsv1_core_0394,core,intent_override,hard,official_style,basketball_men,B0921HWVPZ
tcsv1_core_0395,core,browsing,medium,official_style,shoes_jewelry_pattyboutik_apparel,B01J3CJ7QS
tcsv1_core_0396,core,browsing,medium,official_style,athletic_tennis_racquet_sports,B084QVC1X3
tcsv1_core_0397,core,intent_override,hard,official_style,tees_blouses_polos,B07TDHMVM2
tcsv1_core_0398,core,browsing,medium,official_style,necklaces_chains,B0752VQL26
tcsv1_core_0399,core,buying,easy,official_style,tankinis_sets,B01CSBFKQW
tcsv1_core_0400,core,browsing,medium,official_style,shoes_pumps,B07QJTFWN9
tcsv1_core_0401,core,buying,easy,official_style,shoes_jewelry_boys,B09QH751QB
tcsv1_core_0402,core,intent_override,hard,official_style,necklaces_collars,B0B2KS94Q7
tcsv1_core_0403,core,buying,easy,official_style,accessories_first_communion_veils,B00BBFZO6I
tcsv1_core_0404,core,browsing,medium,official_style,skirts_skorts_active_skorts,B09SGMMWC3
tcsv1_core_0405,core,buying,easy,official_style,shoes_jewelry_women,B07D9DW7V3
tcsv1_core_0406,core,intent_override,hard,official_style,shapewear_bodysuits,B0BYZ9B32D
